model,display_model,item_id,candidate_hash,context,target_question,reference,candidate,score_gpt4o,score_gemini_2_5_pro,score_qwen3_omni,q_ensemble,q_no_family
gemini_2_5_pro,Gemini 2.5 Pro,video_0176,8d494938264d03ffb79bfb1b73d10e6e2a83693307aeea0a086b80080d1defc9,"Well, grandpa wanted me to study engineering like him. Well, I wasn't clear about my future, but I knew engineering was not for me. What did you tell grandpa? The truth. Then you're not upset about my not wanting to go into medicine. I'm not upset at all, I'm just happy that we're able to talk about it.",What should the man in blue say?,"I am too, dad.",What are you talking about?,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0180,945ad098e24d0fda7116eecaa04566684f17490f3cd8b4b88f979924a9d2cc54,"When did you buy a house? After Richard was born. I was teaching music, and Philip was opening his first medical office. Where was the house? Right here in Riverdale. Of course, it was a small house, but just right for us. It's funny, history repeats itself. Now Richard and I are having a baby, and we probably won't be able to afford a house right away, either. Why don't you look at some houses, Marilyn?",What should the woman in black say?,Good idea.,"So, what are you going to do now?",25,0,50,25.0,37.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0183,bb5af6b12740199a529d67e2e09af0d025eafbdfd5d46a906eba3ab7d5459919,"Oh, my! Here's a real buy. It's a bargain. This house just came on the market. It's quite lovely. Is it a two bedroom house? No, it has three bedrooms and three baths. I know the house. It has a brand new kitchen, and a living room with a 12 foot ceiling and there's a two car garage. The why don' we go look at this house, too?",What should the woman in pink say?,It's a good investment.,"And after waiting for two hours, he tells me I have the wrong form.",0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0186,0ec3ff3c97fbd077d0af964af704db6f999452c4797525e0d91fbf388cf549ae,"What about the house in Mount Kisco? Somebody else will buy it by then. Well, then there'll be other house, Marilyn. Oh Richard has a point. You're just beginning to look. We're no great rush. It's true. This has been a great learning experience for us, Marilyn. Talking to the real estate agent. Looking at the houses. Talking to the loan officer at the bank.",What should the woman in white say?,"It has been a learning experience, that's true.",I believe you.,50,100,25,58.333333333333336,37.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0187,1288af9e5d8602f11379279c9e0532ead586f899d337fd4baddf237bea1a4413,Children usually resemble their parents. It's true. Michelle is a lot like Harry in so many ways. And she shy with new people just like he is. You really like Michelle don't you.,What should the woman in blue say?,"Yes, I'm very fond of her.",What do you mean?,25,25,0,16.666666666666668,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0188,92f2c8077d23d20cbdbd8274e9537ce3aa24981694c170d3120d0964c4f4890c,"You like living in New York, don't you? Oh I love it, it's so convenient. I can take the bus to work...or the subway...or a taxi. And there's so much to do. Lots of movie houses and the theater. I know what you mean. I'd like to live in the city, but living in New Jersey in the suburbs is better for Michel. Trees, grass.",What should the woman say?,There's a lot of good things about suburban living.,"You lost everything, didn't you?",0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0189,f8f515931d70cd8ff59578b27ec2ebaf04c45f9afb41307937610b2643492434,"As a working woman, I think New York has all the conveniences, including the best tomatoes. The truth is, I'd like to live in the city. Michle's the right age. There are lots of things for her here.",What should the woman say?,"You're right, Harry.",You're going to cut your finger off.,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0192,db41ccbbe04d2d9064a25d4c09efec06d216aa7a6d080371d8999bad9d182c91,"That makes me feel good. What, Harry? What makes you feel good well? That you care about Michelle, that you care about me and that you care about us. Well, Harry, that that's because I do. I do care. They'll be here any minute. Susan, I'd like to...continue this conversation later.",What should the woman say?,"Of course, Harry.",What are you talking about?,0,0,25,8.333333333333334,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0193,3b5a78d2c42578f9c219ffa5998af7f8f9f83708bc58fc46e3e4d0984479a2ad,"Susan, will you marry me? It's such an important decision. There's so many things to talk about. There are three things that have to be done first, Harry. Three things? First, we have to decide where to live. Well, that's easy we talked about that earlier. We'll live in New York. All right. Second, we have to talk to Michelle together about being married. We'll do that immediately. What's the third thing? You have to ask for my father's permission.",What should the man say?,Absolutely.,It's not what you think.,50,0,0,16.666666666666668,25.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0198,cd255d54154099d00db030186155d876f985de87020882c67276e4c23d59b599,Thank you for calling us. I remember you and your wife from the first time you stayed with us. We were very young. And very much in love. We have a baby now.,What should the woman in white say?,How wonderful! A boy or a girl?,What have you done?,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0199,5dd702b2d2f54a3816b3c0ec96e3193c1bd446224a4be0e46b8714d085a1fbe1,"Let's eat first. I want to call home and check on your mother and the baby. Honey, if there were any problems, she would call us. She doesn't know we've changed hotels.",What should the man say?,"You're right, of course.",What's wrong?,25,0,25,16.666666666666668,25.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0001,742de6a543834b56b1a0e48bc79b21027c7b6fd2714c8866053783e56f231753,"As you know Whitney has been a one woman wrecking ball, strong arming every college student who dares cross her path in adjoining Tinder.Judging by these numbers guys, they're telling their friends, Okay",What should the man with his hand on the woman's shoulder say?,so I'd like to officially announce that Whitney is the newest and certainly the most feminine cofounder of Tider.,"""Look at that!""",25,0,25,16.666666666666668,25.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0002,07469f3097345bbbc6303dd55b6e57da83bf33a5c88f57c8f5b0e39d505d4712,"When we filed the suit.You know, you said we had a strong case and we do you demonstrated a pattern of abuse that is systemic and company wide right and the picture of these text messages paint well, Justin Mat would exactly cut a sympathetic figure for a jury I mean he was suspended which is why we were able to get this settlement figure so high Now",What should the woman sitting in the middle say?,"the money is nothing.It's not nothing to me, it's a crazy amount to me, but for them it is a slap on the wrist",I think it's a buy.,0,0,25,8.333333333333334,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0003,4c29f080c08f4fd813f90aaf2f5067d29e68bd71ef02ec425d8cb94660139ed7,"All right, all right, your sandwich for the cheese toasie, the bag of scratchings and a chocolate bar. Come on, I'm robbing myself. I don't want to swap it.  All right, all right, here's what I'll do. The toastie, the scratchings, a choccy bar and...a roast dinner with all the trimmings. How long has that been in there? Come on, I'll throw in the briefeases well. Fine, just take it. Lovely.",What should the woman in green say?,Pleasure doing business with you.,"""Roast chicken, roast potatoes, stuffing, gravy.""",0,25,0,8.333333333333334,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0011,ab55e5dab003ba1bf6ebe8f5bbb7201c6b6412569f776d2064224f3de04dc5a7,"Er, Dave. Sir. Sh. I'm on a stakeout. Right. Sorry. You know that bird you're trying to catch? Bird? Winged demon, more like. But there's no way he's getting away from me this time. Right, well, about that... I'm in a heightened state of alert. I could hear an ant cough a mile away. Doesn't sound like you need my help, then.",What should the man in camouflage say?,I got it all under control.,Hennimore! I'm going birdwatching this weekend.,0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0020,b16243a7aedcb5a8e7a6a5288be2e7d82af7e42ee5958c3de7a27ac6e07bcb34,"What a job! Good work, Richard! I'm so glad you like them so much. Like them? They represent your best work. Really?",What should the man with gray hair say?,Absolutely.,"""Shut your festering gob, you tit! Your mouth is full of snot, you useless piece of filth!""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0024,37b5a22b929d6a4e8a6e239bbd20a15612d1c13d23ce0dec6aebebee3d1381d5,"A lot of people would like my help. Do you have a story? I'm planning to run for the school board. Against Carter Boswell? Yes. Well, that is news. Will you announce that I'm running? Sure, but I need some information.",What should the woman say?,Of course.,"""Which part? The part where you insulted my profession, or the part where you ran out of the bar screaming?""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0026,1043fea68148d638b8c94c1bf7ca91efeadb00bd54fd5e1dd442bc6fccd7573f,"Hello, Mr. Maxwell. How are you? I just called to tell you that you are very impressive, you lost the election, but you won the attention of the residents of Riverdal,e of Boswell, and of me.",What should the woman say?,"Thank you, Mr. Maxwell, I appreciate your kind words.","""Roger, it's Edwina.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0034,f208a932fb3cbd2bb775392b4b46877812899e9cb7b10f6e641427bba84af4c1,"Hello there,Robbie. What are you doing up this late? Reading. Reading? At this hour? Come on, Robbie, what are you doing up this late? Things on my mind. Do you care to talk about them?",What should the man say?,"Sure, if you don't mind listening.",Morning.,0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0035,15eddf1a8caf6a94fa890cae1b1500b47f787d720c88dbadf86a6fd18459de17,"If you have something you want to talk about, I'm always prepared to listen. You haven't been around much lately. So that's it. Okay, let's talk. You and dad are like ships that pass the night. Dad works hard and he works late. You work hard on all your committees and you work late. I thought you were proud of the work I do.",What should the man say?,"I am, mom, real proud. You are one fantastic mom, but, but I've been noticing how little quality time you spend with dad and me and the family.","I'm not hungry, Mom.",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0037,0b0f09e87b8aede70bbd85a9e37cedfc7ba7953b82cab709982d73ca7c99008c,You're right. We'll do it. I'm going to talk to daddy about it right now. But dad was so exhausted when he came home from work. Why don't you talk to him about it tomorrow?,What should the woman say?,You are a very smart young. I think I'll wait until tomorrow.,"""Did you hear that?""",0,0,25,8.333333333333334,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0038,1a9ec5abfdcd6239e6022e9fd0fd696cc46764225a9c7d0065b34fca994c2e2d,"I've been trying to find a way to encourage reading. Good luck. Oh, I think I may have found a way to do it. Yeah, tell me about it. I work with families every day, Ellen, I see how people spend their leisure time-- young and old. Mostly watching television. Well, that would be okay if and I repeat, if People took the time to read. I couldn't agree with you more. The question is, how do we get them to read more? I think you're going to give me the answer to that question, you... you have that look in your eye.",What should the woman say?,"I do have an answer, Philip, or at least I think I do.","""Therapy? What is that, a town in New Jersey?""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0047,49b5a3ff8f2d7ef2882633b63fe152959fffff45aada17d54635a6b324ac5c75,"Well, are you going to tell me what's on your mind, Harry? I have been offered a job with a major accounting company in Los Angeles. But first, tell me about the job, Harry.If it's a good one, then we'll make it work for us I have a client in the garment business on seventhth Avenue I do his taxes every year.He has a big sales office in Los Angeles, and the company in Los Angeles that does his major accounting work is looking for an executive. And he recommended me.",What should the woman say?,"That's wonderful, Harry. What about the salary?",Right this way.,0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0049,fda57345c6a84f460441455d9aa7365b06d72fe426f64b75734aa733c04e6509,"A real dilemma. Does it have anything to do with you and Harry? Yes, but I don't know where to start. Maybe I can help.",What should the woman say?,Tell me.,"Are you okay, Dad?",25,100,0,41.666666666666664,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0050,a809e7d42ac5039ef0969f6d1eddc03a7b8d8490f823f755bb23038e3a0d98b4,"I think that you're very successful and that you have a fantastic reputation in the toy industry, I think you could talk to Mr. Marra.And I think he could help you find a real good job in Los Angeles. He was very helpful to me. Remember?",What should the woman say?,I suppose I could call him.,"""What's wrong, Pop?""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0056,689bbeb08060ee77eb2631720405c4ef8097c6dba5c097af3791935f3f31ed6e,"Come and sit down for a minute, Michelle. I'd like to talk to you about something, something important. What's wrong, Susan? Oh there's nothing wrong, Michelle, but your daddy and I are talking about something that I'd like your opinion about. I know. I heard you talking about it the other night when I was trying on my new clothes. It's about moving to Los Angeles.",What should the woman in blue say?,"You're right, How do you feel about it?","""Did you have a good time with Uncle Buck?""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0063,d73ce6d9f45eec04ea12afddce6960eed80973ea469affd5ecbf6d7527721fd3,"I've been thinking a lot about our responsibilities in the past few weeks I never stopped thinking about them. I've been with the question of whether I go back to work or not I see and I'm torn I really want to go back to work, use my talents and pursue my career in fashion design like we always thought I would, but now,I want to be with Max as a full time mother, especially when he's a baby.",What should the man say?,"I really understand, Marilin.",I know.,50,50,100,66.66666666666667,75.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0066,e5ffefcc47a3927f94c99f8a567b435cc0351ce9047ebe0947b2edf3591de235,"There are so many things to consider one thing that makes it easier for you is is that you have us Max will always have a family member to watch over him while you're at work.I didn't have that when Richard and Susan were born, What did you do, I chose to continue with my career as a music teacher who hired a woman to watch Richard and then Susan. And I continued with my career. Do you think you made the right decision?",What should the woman in pink say?,I think I did.,"""To use us, degrade us, and leave us in a puddle of our own tears.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0077,15f8e0219ab25a933df4886d41dbf1b740b6ecff0b91ee02276c6ab2b8355710,"Is something the matter, grandpa? The editorial in this paper that has my friend Nat Baker real upset, he's coming over to talk about",What should the elderly person in red say?,It is.,"""Hold on, let me finish reading this.""",75,100,25,66.66666666666667,50.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0089,c86c0efe63371636e4eb7db22c8219e0e2073aab4ae423fa0752e95692775c9c,"My friend Alexandra is going back to Greece. Nice girl. We'll all miss her. Mom says we can give her a going away surprise party. Good idea. And I'd like to get her a nice gift. What' do you have in mind? Well, a wristwatch, so she'll think of me when she looks at the time, nothing flashy, expensive, something simple, but a good one.",What should the man in light blue say?,"Sounds fine, Robbie.","""I have this friend...""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0090,3c7e81a1ae5adfa098ce6e23cd370f6b3809caa4f7731c0fed77849132574eac,"Oh, and Robbie. Yes? You probably want a family car so you can drive her home after the party. Could I? If you drive carefully.",What should the man in grey say?,"I will, thanks dad.","""You will?""",50,0,50,33.333333333333336,50.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0091,6cca69ba809b2d4f99a334a29f736266aebb7ba202d8bc1cca9807511af65de4,"When is your plane reservation for you flight to Athens? Sunday, why? Would you be able to come over Saturday night? Yes, I should be finished packing by then. My folks are giving me a little graduation party. Terrific! I'll pick you up. That isn't necessary. My dad's letting me borrow the car. Oh well, that would be very nice. About eight o'clock? Eight o'clock is fine.",What should the man say?,"Great, it's a date.","""Would you like some?""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0098,a678e200cf5a0b46988d9ef2a7f7568b405125bb14703dff8d05625a14ec219b,"I can't believe this is really happening! You've earned it. Years of work went into these pictures. I know, but it's still a dream come true. Well, remember we're not sure what the critics are going to write about your show yet. And you never know what the man from the New York Times is going to say about it. Are you worried?",What should the man with silver hair say?,I always worry.,"""Yes, I know, but it's a perfect fit.""",75,25,25,41.666666666666664,50.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0101,7c9c1175f6a49e06b09c3cf162c0d0ef7dc2888f8897387a1923f9e19a66d223,"How about guests? How many people will you be bringing? Well, my family, I guess. My wife, Marilyn, my father and mother, my brother Robbie, my sister and her husband and their daughter. And my grandfather. Is that too many? No such thing as too many at an opening. I hope they like it. Your family or the public? Everybody, but especially my family, and they've stood by me through all this.",What should the man in the black suit say?,I'm sure they'll like it.,"""Max, I'm Barry Convex.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0111,342c834c9a4baea29a9be4d066b34915e952af36a3f3a212e14abf33c15e4d78,"A cigarette? No, thanks. A lollipop. A lollipop? How old are you? Excuse me? I'm sorry. It's okay, I'm 25 years old. You're 25?",What should the man say?,Yes.,"""This is my son.""",0,0,25,8.333333333333334,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0113,e32d0e54cf0daafaf00e9d2585120e42ff3efba6a3bc6a9f268de253b3bbf5db,Who is it? It's Jake. Jake. Jake Seltzer from the station. Jake. These are for you. Oh flowers.,What should the woman say?,"They're beautiful Jake, thank you very much.","""Oh, thank you! They're beautiful.""",100,100,100,100.0,100.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0117,d3a2451da8276d768682750fe20ba8ec60587425978649deec79e001fd4d61ff,"Would you like to open your present? I'd love to. I have a present for you, too... under the Christmas tree. Well, you open your gifts first. All right. Merry Christmas and a Happy New Year. Your friend, Alex. He made the statue at school. 'Mighty Casey at the Bat'. What a riot! I'll keep it forever. It's so cute. All right,",What should the woman say?,Now you open your present.,"""Oh, it's a baseball player! Thank you!""",75,0,75,50.0,75.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0132,21e77b8a839bc33128bf648c2aa8073e8cac635810cd574e6ca667e70e29ca1f,"Becca, you've swept the floor three times, sit down. I can't, I'm too nervous. The new manager won't be here for another hour. Well, he might be early, I want everything to look perfect. Everything does look perfect, but we don't have any customers.",What should the woman say?,You're right. We need some.,"""Let's do some vacuuming!""",25,25,50,33.333333333333336,37.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0134,b1223efca20c979e96d550730979a4b22ff835abc2b7b1f9123d51e9eb9c137c,"I don't want him managing my store. It's not your store anymore, Becca. But what about my customers? What if he treats them badly?Maybe Tyler was just having a bad day. Maybe. Don't be sad, worrying won't help.",What should the woman in black say?,You're right. My customers will be okay.,Excuse me?,25,25,0,16.666666666666668,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0138,5f312b9c86fc634e5a7ee409719956b6f170ac4a0674644baa14f854217928fc,Perhaps you're the deputy deputy head. Perhaps you're the deputy deputy head. I can see we're going to have to find Mr. Barker at once to resolve this matter.,What should the man say?,"Yes, I was just going to say that.",How very dare you!,0,100,0,33.333333333333336,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0139,056e1497bf3495ba8a03565c07ada55da7edd9e1e0d3f6789b0f20c911e45a9c,"My yes! A very accomplished piece of work, Emily. It really draws you in, doesn't it? Thanks Miss. But is it finished? Yes miss. Is it? Yes miss. Of course it is. How silly of me. Do you think it could do with maybe justum one more thing?",What should the little girl say?,I think it's done.,"""It's yellow ochre, Miss Lovely.""",25,0,25,16.666666666666668,25.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0140,f60664eeb73da15e145d56fd2820db1e0c51c63ec4b0dec0ab727242ddad6142,"Well? What does that mean? Oh, don't be coy with your godmother. Are you two an item yet? Well, he asked me to spend New Year's Eve with him. And I'm going. Good.",What should the old woman say?,So it looks like it's going to be an interesting new year.,"""Roseanne, dear, I was just telling Jackie how much I love this time of year.""",50,0,0,16.666666666666668,25.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0145,e363b4842e32044f3a063bf14dba32226810cd14a58baa0493bdfa247e4004a6,"Vincent,your father and I have talked. You and",What should the child say?,I will.,Can I go play at my friend's house?,25,0,0,8.333333333333334,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0151,2baf7ada994ed354386fab41ba4e8c6243644bc0dc99ed277a9a7f42b63fb4dc,"Hello, Harry. It's nice to meet you. Nice to meet you, Susan. Sorry I'm late. The traffic. The parking. I was lost.",What should the woman say?,Don't worry about being late. It's fine.,"""Oh, thank you! They're beautiful.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0155,27bbc694d23cfd68eec6f0328c5c19d1384a27670f9b36e3fe9daf701b739e99,"Two years ago,my wife died. You miss her. I do... yes, but l have Michelle... and with time... Is there anyone else in your life? No, not yet.What about you?  Oh, I date occasionally, but my work keeps me busy. Harry. Yes? I'd like to meet your daughter someday. Does that mean that I can see you again?",What should the man say?,Of course.,"George, Susan.",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0158,99995ed08892edab932d6050f6f08285fb5419640bd88dcbd47295cd06373f75,"I am exhausted. My new exercise class is so hard. Your new exercise class? Yeah. My new advanced exercise class. Why advanced? My instructor thought that the beginner's class was too easy for me. In the beginner's class, they give you a chance to rest between exercises. So?",What should the woman say?,The advanced class is nonstop.,"""It goes with my things.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0165,1cd6014828a761a7eaefa0b15b985ae963e913064b9f5aaac763f1d456dbfaad,"Oh, what are you doing tomorrow? Nothing much. Well, maybe your dad and I could take you fishing with us. I'd like that, but... But what? But Dad is always so busy. Well, can you come fishing with me tomorrow?",What should the man in green say?,"Sure, I can.",Vegetarians?,0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0166,34fbbf96e8de9414f3091c777579e567c328ba172bd51c559ad148b00f4f0515,"Robbie says you can't take him to the game today. I really feel bad about it, but they need me at the hospital today, in the children's ward. l understand. Maybe we can spend some time together next weekend.",What should the elderly person say?,Definitely. We should.,"""About that horse...""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0176,89322ebf5d2214c6c32962653218359b8af3bca9caed8f36cae1999212d92e5d,"Well, grandpa wanted me to study engineering like him. Well, I wasn't clear about my future, but I knew engineering was not for me. What did you tell grandpa? The truth. Then you're not upset about my not wanting to go into medicine. I'm not upset at all, I'm just happy that we're able to talk about it.",What should the man in blue say?,"I am too, dad.","""I just don't know what to do.""",50,50,50,50.0,50.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0180,bdb059f68be72e77a10f60eb9791b47f0941f45b3733dda35c4ddb3652823370,"When did you buy a house? After Richard was born. I was teaching music, and Philip was opening his first medical office. Where was the house? Right here in Riverdale. Of course, it was a small house, but just right for us. It's funny, history repeats itself. Now Richard and I are having a baby, and we probably won't be able to afford a house right away, either. Why don't you look at some houses, Marilyn?",What should the woman in black say?,Good idea.,"""Well, Carol, you know...""",0,100,25,41.666666666666664,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0183,f2b1c93c02f23258a6b5c0459296ec543d97fc3c9a0d2a9051c31b8e7510ffad,"Oh, my! Here's a real buy. It's a bargain. This house just came on the market. It's quite lovely. Is it a two bedroom house? No, it has three bedrooms and three baths. I know the house. It has a brand new kitchen, and a living room with a 12 foot ceiling and there's a two car garage. The why don' we go look at this house, too?",What should the woman in pink say?,It's a good investment.,"""I bet you like to read a lot, too.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0184,90008d0bdb7e353a5f1ba5e46d9b1053a926334b7b5a90765866e77f1e5dd0ea,"Thank you, Mrs. Martinelli. Thanks so much. My pleasure. Give my best to your parents. Your father's a wonderful doctor, Richard. He took care of my daughter when she was a child. He's the best pediatrician in Westchester.",What should the man say?,"Thanks Mrs. Martinelli, I'll give them your regards.","""That's her.""",0,0,0,0.0,0.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0185,d799987a670713475089ff3a2631beec430786d26869c9b70e3be81c69ca066e,It all sounded so easy until they mentioned needing collateral or a guarantor. We have no collateral. And I don't think it's a good idea to ask dad to sign as a guarantor. I don't feel right about it.,What should the woman say?,"I understand your feelings about it, Richard.","""What's wrong?""",25,0,0,8.333333333333334,12.5
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0186,c31b840acfe7ae3bd3b86236b003a6c14ba5aefa70725f5bc45eab7b83e81cc8,"What about the house in Mount Kisco? Somebody else will buy it by then. Well, then there'll be other house, Marilyn. Oh Richard has a point. You're just beginning to look. We're no great rush. It's true. This has been a great learning experience for us, Marilyn. Talking to the real estate agent. Looking at the houses. Talking to the loan officer at the bank.",What should the woman in white say?,"It has been a learning experience, that's true.",Really?,25,50,75,50.0,50.0
gemini_3_flash_preview,Gemini 3 Flash Preview,video_0200,26c962b83c2831f02c8d2c95fee4edb829cf8176c7fdd6c1af0a61fc74a9b332,"The mailman just drops a mail in our box, Grandpa. Oh probably a lot of advertising and bills. You were right, grandpa. Advertising, bills, bills, advertising.",What should the elderly man say?,"Yes, just like I said, Robbie. Nothing interesting.","""Thanks, just set it right there.""",25,100,25,50.0,25.0
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0001,e798f49b68300b51ab281e31d34378e02101d9eec26bb8bda317fdf97fc5b4a1,"As you know Whitney has been a one woman wrecking ball, strong arming every college student who dares cross her path in adjoining Tinder.Judging by these numbers guys, they're telling their friends, Okay",What should the man with his hand on the woman's shoulder say?,so I'd like to officially announce that Whitney is the newest and certainly the most feminine cofounder of Tider.,Look at that.,25,25,25,25.0,25.0
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0002,a40216163f476ce18ffa23e340d4c35169d515ec43e9a033049d87a5f2efc734,"When we filed the suit.You know, you said we had a strong case and we do you demonstrated a pattern of abuse that is systemic and company wide right and the picture of these text messages paint well, Justin Mat would exactly cut a sympathetic figure for a jury I mean he was suspended which is why we were able to get this settlement figure so high Now",What should the woman sitting in the middle say?,"the money is nothing.It's not nothing to me, it's a crazy amount to me, but for them it is a slap on the wrist",Excuse me?,25,75,0,33.333333333333336,12.5
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0003,119ac5d4b3822ac260ea8af03104280bc7fb8127969839acb1507b1b1e7e748a,"All right, all right, your sandwich for the cheese toasie, the bag of scratchings and a chocolate bar. Come on, I'm robbing myself. I don't want to swap it.  All right, all right, here's what I'll do. The toastie, the scratchings, a choccy bar and...a roast dinner with all the trimmings. How long has that been in there? Come on, I'll throw in the briefeases well. Fine, just take it. Lovely.",What should the woman in green say?,Pleasure doing business with you.,Look what I got.,75,100,50,75.0,62.5
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0012,d4f2d84ee797a6503b872ea134907629ffd05a757347565af2137d3a51c9cebf,"Good morning! Good morning. Mrs Collins, Ofsted. Here to see Mr Barker for the inspection. Certainly. One moment. Morning, Mr Barker. I've got a lady here to see you. Mrs Collins, Ofsted. Certainly. I'll let her know. Unfortunately, Mr Barker has been detained at the vets. He sends his apologies and asks if you'd mind showing yourself around? Of course.",What should the woman in yellow say?,Here's a map for yourself.,No.,0,0,0,0.0,0.0
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0016,b0c3828b17772c105f565b89ffd1b8281f7b3193f6a878fb1c0cad6ff3f00af4,"Okay, let's take a look. Good, very good. Family album U.S.A, is an excellent title. If you had to describe the book in one sentence, how would you do it? Well, I describe it as a book, which is a portrait of the United States, the places, the people, mostly the people. The things they do, the ways they live, the places they visit and the landmarks, a photographic journey.",What should the man with gray hair say?,These are wonderful.,So?,0,0,25,8.333333333333334,12.5
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0026,3a89d830fc7c2e72906f4a9ee6b3042a55c5eef4bb43d9fa879bd8d5e959d431,"Hello, Mr. Maxwell. How are you? I just called to tell you that you are very impressive, you lost the election, but you won the attention of the residents of Riverdal,e of Boswell, and of me.",What should the woman say?,"Thank you, Mr. Maxwell, I appreciate your kind words.","Well, what did he say?",0,0,25,8.333333333333334,12.5
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0030,117339c54831c6fb088e0b71a5113ff175ee2dd8b495670796b7001f7a5c3e49,"Where's mom? She went to a school board meeting. I don't know how she does it, she sure keeps busy. It's important to her. There are lots of places to go, lots of things to do. She can't sit around and do nothing, Philip works late.",What should the young man in grey say?,I guess you're right.,I'll do it.,25,0,25,16.666666666666668,25.0
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0032,6cc929a3078de4d776e532ec632d9144dbb2e41dfeb9dd8c77d460ae9281c78b,"It's not good to eat before going to bed. A cookie can't hurt, though. Well, I'm heading off for bed, and a good night's sleep.",What should the man in grey say?,Well good night.,"So, are you gonna ask her out?",0,0,0,0.0,0.0
gemini_3_pro_preview,Gemini 3 Pro Preview,video_0034,f2d4c6402b2def31009f248745ab99d4ff2e11192adee5aaf79ed979b6b9da45,"Hello there,Robbie. What are you doing up this late? Reading. Reading? At this hour? Come on, Robbie, what are you doing up this late? Things on my mind. Do you care to talk about them?",What should the man say?,"Sure, if you don't mind listening.",What's the matter?,75,0,75,50.0,75.0
